Title,Jurisdictions,Document type,Document file
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180720_Claim-No.-CO162018_judgment-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180726_Claim-No.-CO162018_appeal.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180726_Claim-No.-CO162018_appeal-1.pdf
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>England and Wales>High Court of Justice,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190120_Claim-No.-CO162018_decision.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180129_11001-22-03-000-2018-00319-00_complaint.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180212_11001-22-03-000-2018-00319-00_decision.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180212_11001-22-03-000-2018-00319-00_opinion.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180216_11001-22-03-000-2018-00319-00_appeal.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180316_11001-22-03-000-2018-00319-00_na-1.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180405_11001-22-03-000-2018-00319-00_decision-2.pdf
Future Generations v. Ministry of the Environment and Others,Colombia>Supreme Court>Superior Tribunals,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180405_11001-22-03-000-2018-00319-00_decision.pdf
"A Request for an Advisory Opinion from the Inter-American Court of Human Rights Concerning the Interpretation of Article 1(1), 4(1) and 5(1) of the American Convention on Human Rights",Inter-American System of Human Rights>Inter-American Court of Human Rights,petition,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160314_OC-2317_petition.pdf
"A Request for an Advisory Opinion from the Inter-American Court of Human Rights Concerning the Interpretation of Article 1(1), 4(1) and 5(1) of the American Convention on Human Rights",Inter-American System of Human Rights>Inter-American Court of Human Rights,opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171115_OC-2317_opinion-3.pdf
"A Request for an Advisory Opinion from the Inter-American Court of Human Rights Concerning the Interpretation of Article 1(1), 4(1) and 5(1) of the American Convention on Human Rights",Inter-American System of Human Rights>Inter-American Court of Human Rights,opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171115_OC-2317_opinion-2.pdf
"A Request for an Advisory Opinion from the Inter-American Court of Human Rights Concerning the Interpretation of Article 1(1), 4(1) and 5(1) of the American Convention on Human Rights",Inter-American System of Human Rights>Inter-American Court of Human Rights,opinion,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171115_OC-2317_opinion-4.pdf
Armando Ferrão Carvalho and Others v. The European Parliament and the Council,European Union>European Court of Justice|European Union>General Court (known as Court of First Instance before 2010),application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180524_Case-no.-T-33018_application.pdf
Armando Ferrão Carvalho and Others v. The European Parliament and the Council,European Union>European Court of Justice|European Union>General Court (known as Court of First Instance before 2010),reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181210_Case-no.-T-33018_reply.pdf
Armando Ferrão Carvalho and Others v. The European Parliament and the Council,European Union>European Court of Justice|European Union>General Court (known as Court of First Instance before 2010),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190515_Case-no.-T-33018_judgment-1.pdf
Armando Ferrão Carvalho and Others v. The European Parliament and the Council,European Union>European Court of Justice|European Union>General Court (known as Court of First Instance before 2010),appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190711_Case-no.-T-33018_appeal-1.pdf
Armando Ferrão Carvalho and Others v. The European Parliament and the Council,European Union>European Court of Justice|European Union>General Court (known as Court of First Instance before 2010),judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210325_Case-no.-T-33018_judgment.pdf
Greenpeace Indonesia and Others v. Bali Provincial Governor,Indonesia>Denpasar Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180124_2-G-LH-2018-PTUN.DPS_complaint.pdf
Greenpeace Indonesia and Others v. Bali Provincial Governor,Indonesia>Denpasar Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180124_2-G-LH-2018-PTUN.DPS_complaint-1.pdf
Greenpeace Indonesia and Others v. Bali Provincial Governor,Indonesia>Denpasar Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180626_2-G-LH-2018-PTUN.DPS_complaint-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180806_2020-EWCA-Civ-214_complaint-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181104_2020-EWCA-Civ-214_complaint-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190501_2020-EWCA-Civ-214_judgment-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190722_2020-EWCA-Civ-214_order-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200227_2020-EWCA-Civ-214_judgment-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190813_2020-EWCA-Civ-214_appeal-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190918_2020-EWCA-Civ-214_reply-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,statement of reply,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200307_2020-EWCA-Civ-214_statement-of-reply-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,order,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200506_2020-EWCA-Civ-214_order-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201216_2020-EWCA-Civ-214_judgment-1.pdf
Friends of the Earth and Others v. Secretary of State for Transport,United Kingdom>England and Wales>Court of Appeal>Court of Appeal (Civil Division)|United Kingdom>Supreme Court,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201216_2020-EWCA-Civ-214_na-1.pdf
McVeigh v. Retail Employees Superannuation Trust,Australia>Federal Court of Australia,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180723_NSD13332018_complaint.pdf
McVeigh v. Retail Employees Superannuation Trust,Australia>Federal Court of Australia,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180921_NSD13332018_complaint.pdf
McVeigh v. Retail Employees Superannuation Trust,Australia>Federal Court of Australia,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190117_NSD13332018_judgment.pdf
McVeigh v. Retail Employees Superannuation Trust,Australia>Federal Court of Australia,settlement agreement,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201102_NSD13332018_settlement-agreement.pdf
"Greenpeace Canada v. Minister of the Environment, Conservation, and Parks; Lieutenant Governor in Council",Canada>Ontario>Superior Court of Justice,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180911_Case-no.-57518_application-1.pdf
"Greenpeace Canada v. Minister of the Environment, Conservation, and Parks; Lieutenant Governor in Council",Canada>Ontario>Superior Court of Justice,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190125_Case-no.-57518_decision-1.pdf
"Greenpeace Canada v. Minister of the Environment, Conservation, and Parks; Lieutenant Governor in Council",Canada>Ontario>Superior Court of Justice,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191011_Case-no.-57518_judgment.pdf
Family Farmers and Greenpeace Germany v. Germany,Germany>Berlin>Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181025_0027117R-SP_complaint.pdf
Family Farmers and Greenpeace Germany v. Germany,Germany>Berlin>Administrative Court,complaint,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181025_0027117R-SP_complaint-1.pdf
Family Farmers and Greenpeace Germany v. Germany,Germany>Berlin>Administrative Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191031_0027117R-SP_judgment.pdf
Family Farmers and Greenpeace Germany v. Germany,Germany>Berlin>Administrative Court,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20211031_0027117R-SP_judgment-1.pdf
ClientEarth v. Enea,Poland>Regional Court in Poznań,na,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180920_Not-Available_na-1.pdf
ClientEarth v. Enea,Poland>Regional Court in Poznań,judgment,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190801_Not-Available_judgment-1.pdf
ClientEarth v. Enea,Poland>Regional Court in Poznań,press release,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190801_Not-Available_press-release-1.pdf
ClientEarth v. Enea,Poland>Regional Court in Poznań,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200708_Not-Available_decision.pdf
ENVironnement JEUnesse v. Procureur General du Canada,Canada>Quebec>Quebec Superior Court,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181126_500-06-000955-183_application.pdf
ENVironnement JEUnesse v. Procureur General du Canada,Canada>Quebec>Quebec Superior Court,application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181126_500-06-000955-183_application-1.pdf
ENVironnement JEUnesse v. Procureur General du Canada,Canada>Quebec>Quebec Superior Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190711_500-06-000955-183_decision.pdf
ENVironnement JEUnesse v. Procureur General du Canada,Canada>Quebec>Quebec Superior Court,decision,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190711_500-06-000955-183_decision-1.pdf
ENVironnement JEUnesse v. Procureur General du Canada,Canada>Quebec>Quebec Superior Court,appeal,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190816_500-06-000955-183_appeal.pdf
